y_true,y_hat,ops
0.392,0.355,335690
0.392,0.393,335754
0.392,0.398,335762
0.392,0.394,335801
0.392,0.393,335835
0.392,0.393,335851
0.392,0.393,336017
0.392,0.393,336025
0.392,0.393,336084
0.392,0.393,336106
0.392,0.393,336122
0.392,0.394,336238
0.392,0.397,336319
0.392,0.395,336432
0.392,0.393,336441
0.392,0.392,336467
0.392,0.393,336581
0.392,0.398,336831
0.392,0.398,336858
0.392,0.394,336874
0.392,0.393,337137
0.392,0.392,337188
0.392,0.394,337226
0.392,0.394,337269
0.392,0.394,337374
0.392,0.393,337498
0.392,0.393,337510
0.392,0.396,337561
0.392,0.396,337625
0.392,0.394,337668
0.392,0.398,337714
0.392,0.44,337781
0.392,0.391,337871
0.392,0.394,338044
0.392,0.405,338150
0.392,0.395,338206
0.392,0.395,338214
0.392,0.399,338273
0.392,0.394,338346
0.392,0.388,338362
0.392,0.403,338559
0.392,0.398,338591
0.392,0.397,339008
0.392,0.393,339032
0.392,0.401,339091
0.392,0.398,339245
0.392,0.396,339377
0.392,0.393,339440
0.392,0.393,339458
0.392,0.396,339539
0.392,0.415,339547
0.392,0.4,339679
0.392,0.402,339750
0.392,0.393,339768
0.392,0.393,339920
0.392,0.399,339938
0.392,0.393,339954
0.392,0.4,339989
0.392,0.393,340049
0.392,0.399,340120
0.392,0.397,340146
0.392,0.401,340162
0.392,0.393,340219
0.392,0.393,340227
0.392,0.399,340251
0.392,0.393,340332
0.392,0.395,340448
0.392,0.403,340561
0.392,0.394,340782
0.392,0.4,340952
0.392,0.4,341096
0.392,0.393,341193
0.392,0.392,341550
0.392,0.401,341819
0.392,0.393,341894
0.392,0.393,341941
0.392,0.399,342033
0.392,0.398,342084
0.392,0.381,342131
0.392,0.393,342157
0.392,0.394,342203
0.392,0.398,342335
0.392,0.393,342343
0.392,0.398,342386
0.392,0.393,342408
0.392,0.399,342467
0.392,0.393,342505
0.392,0.394,342556
0.392,0.401,342807
0.392,0.409,342815
0.392,0.393,342955
0.392,0.393,342998
0.392,0.399,343013
0.392,0.396,343056
0.392,0.394,343064
0.392,0.393,343129
0.392,0.392,343153
0.392,0.393,343196
0.392,0.397,343269
0.392,0.377,343293
0.392,0.393,343315
0.392,0.397,343340
0.392,0.393,343404
0.392,0.393,343463
0.392,0.397,343587
0.392,0.402,343676
0.392,0.394,343684
0.392,0.4,343722
0.392,0.394,343731
0.392,0.402,343765
0.392,0.393,343811
0.392,0.393,343889
0.392,0.398,343919
0.392,0.393,344095
0.392,0.393,344141
0.392,0.393,344150
0.392,0.397,344281
0.392,0.394,344362
0.392,0.395,344397
0.392,0.4,344443
0.392,0.393,344451
0.392,0.395,344486
0.392,0.393,344583
0.392,0.397,344681
0.392,0.393,344729
0.392,0.394,344788
0.392,0.393,344800
0.392,0.393,344818
0.392,0.393,344877
0.392,0.399,344885
0.392,0.4,344915
0.392,0.394,345091
0.392,0.394,345164
0.392,0.397,345270
0.392,0.385,345318
0.392,0.393,345458
0.392,0.397,345571
0.392,0.393,345598
0.392,0.396,345709
0.392,0.395,345741
0.392,0.397,345776
0.392,0.393,345814
0.392,0.393,345822
0.392,0.393,346004
0.392,0.398,346209
0.392,0.395,346276
0.392,0.393,346292
0.392,0.412,346306
0.392,0.394,346411
0.392,0.396,346438
0.392,0.399,346471
0.392,0.395,346616
0.392,0.393,346870
0.392,0.398,346926
0.392,0.395,346942
0.392,0.393,346951
0.392,0.398,347108
0.392,0.394,347132
0.392,0.393,347183
0.392,0.397,347230
0.392,0.394,347272
0.392,0.393,347302
0.392,0.397,347361
0.392,0.403,347477
0.392,0.393,347507
0.392,0.393,347591
0.392,0.393,347604
0.392,0.393,347655
0.392,0.399,347736
0.392,0.393,347744
0.392,0.395,347795
0.392,0.396,347825
0.392,0.393,348066
0.392,0.401,348082
0.392,0.394,348180
0.392,0.394,348244
0.392,0.395,348252
0.392,0.395,348261
0.392,0.396,348295
0.392,0.402,348350
0.392,0.394,348392
0.392,0.393,348406
0.392,0.396,348457
0.392,0.395,348520
0.392,0.396,348635
0.392,0.398,348732
0.392,0.393,348805
0.392,0.398,348830
0.392,0.395,348864
0.392,0.393,348881
0.392,0.393,348899
0.392,0.394,349011
0.392,0.393,349127
0.392,0.393,349194
0.392,0.398,349283
0.392,0.398,349291
0.392,0.395,349534
0.392,0.397,349682
0.392,0.398,349712
0.392,0.396,349739
0.392,0.394,349755
0.392,0.395,349917
0.392,0.393,350095
0.392,0.393,350117
0.392,0.4,350141
0.392,0.397,350222
0.392,0.396,350249
0.392,0.392,350290
0.392,0.393,350338
0.392,0.394,350346
0.392,0.395,350362
0.392,0.393,350371
0.392,0.396,350494
0.392,0.396,350559
0.392,0.403,350630
0.392,0.393,350648
0.392,0.398,350699
0.392,0.401,350729
0.392,0.394,350770
0.392,0.394,350842
0.392,0.393,350940
0.392,0.393,351032
0.392,0.398,351091
0.392,0.393,351113
0.392,0.393,351148
0.392,0.399,351202
0.392,0.395,351270
0.392,0.393,351351
0.392,0.394,351407
0.392,0.403,351563
0.392,0.393,351628
0.392,0.393,351644
0.392,0.399,351679
0.392,0.396,351695
0.392,0.408,351776
0.392,0.394,351792
0.392,0.398,351890
0.392,0.393,352055
0.392,0.393,352110
0.392,0.393,352144
0.392,0.393,352152
0.392,0.393,352161
0.392,0.395,352179
0.392,0.397,352187
0.392,0.398,352314
0.392,0.39,352322
0.392,0.393,352501
0.392,0.383,352519
0.392,0.392,352527
0.392,0.393,352543
0.392,0.393,352586
0.392,0.4,352616
0.392,0.4,352683
0.392,0.395,352861
0.392,0.393,352942
0.392,0.396,353019
0.392,0.394,353027
0.392,0.399,353060
0.392,0.399,353116
0.392,0.394,353264
0.392,0.393,353353
0.392,0.39,353477
0.392,0.393,353574
0.392,0.468,353647
0.392,0.393,353663
0.392,0.399,353698
0.392,0.396,353752
0.392,0.393,353787
0.392,0.407,353876
0.392,0.393,353892
0.392,0.393,354031
0.392,0.4,354066
0.392,0.394,354279
0.392,0.394,354295
0.392,0.399,354325
0.392,0.393,354333
0.392,0.393,354350
0.392,0.4,354511
0.392,0.395,354554
0.392,0.396,354562
0.392,0.393,354619
0.392,0.395,354627
0.392,0.394,354678
0.392,0.394,354686
0.392,0.395,354741
0.392,0.393,354783
0.392,0.401,354805
0.392,0.393,354821
0.392,0.399,354996
0.392,0.398,355097
0.392,0.403,355135
0.392,0.331,355241
0.392,0.394,355356
0.392,0.399,355577
0.392,0.394,355593
0.392,0.397,355623
0.392,0.393,355691
0.392,0.401,355721
0.392,0.39,355950
0.392,0.394,356042
0.392,0.393,356085
0.392,0.393,356107
0.392,0.393,356123
0.392,0.393,356140
0.392,0.394,356191
0.392,0.394,356212
0.392,0.395,356298
0.392,0.394,356301
0.392,0.397,356336
0.392,0.393,356417
0.392,0.395,356522
0.392,0.394,356573
0.392,0.393,356581
0.392,0.399,356832
0.392,0.393,357022
0.392,0.399,357065
0.392,0.395,357138
0.392,0.393,357146
0.392,0.393,357227
0.392,0.399,357260
0.392,0.398,357294
0.392,0.394,357341
0.392,0.401,357383
0.392,0.398,357391
0.392,0.405,357448
0.392,0.394,357511
0.392,0.393,357626
0.392,0.393,357685
0.392,0.398,357715
0.392,0.392,357910
0.392,0.393,358037
0.392,0.399,358053
0.392,0.393,358088
0.392,0.398,358096
0.392,0.392,358126
0.392,0.396,358169
0.392,0.393,358240
0.392,0.394,358282
0.392,0.396,358312
0.392,0.395,358339
0.392,0.393,358436
0.392,0.393,358509
0.392,0.398,358711
0.392,0.393,358754
0.392,0.392,359017
0.392,0.424,359033
0.392,0.394,359068
0.392,0.393,359122
0.392,0.393,359289
0.392,0.395,359394
0.392,0.394,359459
0.392,0.393,359556
0.392,0.398,359661
0.392,0.399,359726
0.392,0.393,359734
0.392,0.399,359751
0.392,0.408,359777
0.392,0.393,359866
0.392,0.393,360147
0.392,0.398,360244
0.392,0.395,360414
0.392,0.393,360449
0.392,0.391,360465
0.392,0.393,360481
0.392,0.394,360686
0.392,0.393,360767
0.392,0.399,360783
0.392,0.393,360813
0.392,0.397,360961
0.392,0.394,361011
0.392,0.392,361038
0.392,0.393,361518
0.392,0.397,361569
0.392,0.393,361593
0.392,0.394,361615
0.392,0.397,361712
0.392,0.394,361721
0.392,0.398,361836
0.392,0.393,361852
0.392,0.399,361941
0.392,0.396,362026
0.392,0.394,362140
0.392,0.398,362182
0.392,0.393,362352
0.392,0.396,362387
0.392,0.393,362573
0.392,0.398,362620
0.392,0.395,362735
0.392,0.394,362824
0.392,0.394,362832
0.392,0.396,362921
0.392,0.397,363111
0.392,0.393,363171
0.392,0.393,363189
0.392,0.397,363286
0.392,0.399,363391
0.392,0.393,363511
0.392,0.393,363677
0.392,0.394,363685
0.392,0.393,363766
0.392,0.394,363774
0.392,0.394,363782
0.392,0.393,363855
0.392,0.399,363944
0.392,0.402,364070
0.392,0.396,364312
0.392,0.397,364584
0.392,0.387,364592
0.392,0.393,364860
0.392,0.398,364916
0.392,0.393,364941
0.392,0.399,365238
0.392,0.393,365246
0.392,0.393,365297
0.392,0.398,365319
0.392,0.395,365351
0.392,0.396,365530
0.392,0.399,365599
0.392,0.393,365645
0.392,0.398,365777
0.392,0.396,365785
0.392,0.397,365939
0.392,0.4,366064
0.392,0.395,366145
0.392,0.396,366307
0.392,0.393,366340
0.392,0.393,366439
0.392,0.395,366510
0.392,0.393,366552
0.392,0.393,366561
0.392,0.393,366811
0.392,0.395,366871
0.392,0.393,367087
0.392,0.395,367095
0.392,0.393,367397
0.392,0.395,367486
0.392,0.394,367613
0.392,0.394,367729
0.392,0.393,367826
0.392,0.393,367966
0.392,0.398,368148
0.392,0.398,368181
0.392,0.393,368253
0.392,0.407,368555
0.392,0.394,368849
0.392,0.403,368920
0.392,0.393,369012
0.392,0.399,369187
0.392,0.399,369233
0.392,0.398,369292
0.392,0.407,369373
0.392,0.396,369411
0.392,0.397,369462
0.392,0.393,369616
0.392,0.393,369659
0.392,0.403,369934
0.392,0.393,370070
0.392,0.392,370088
0.392,0.394,370258
0.392,0.394,370363
0.392,0.394,370568
0.392,0.393,370681
0.392,0.398,370711
0.392,0.392,370975
0.392,0.402,371106
0.392,0.397,371254
0.392,0.395,371343
0.392,0.393,371564
0.392,0.394,371629
0.392,0.397,371777
0.392,0.396,371891
0.392,0.393,372030
0.392,0.399,372404
0.392,0.398,372561
0.392,0.395,372609
0.392,0.395,372960
0.392,0.393,373010
0.392,0.394,373109
0.392,0.393,373141
0.392,0.393,373788
0.392,0.393,373907
0.392,0.393,374440
0.392,0.399,374903
0.392,0.393,375268
0.392,0.396,375454
0.392,0.393,375471
0.392,0.398,375764
0.392,0.393,375918
0.392,0.467,376345
0.392,0.393,376493
0.392,0.399,376663
0.392,0.393,377228
0.392,0.393,377252
0.392,0.399,378038
0.392,0.399,378348
0.392,0.393,378682
0.392,0.398,378941
0.392,0.394,379280
0.392,0.398,379557
0.392,0.393,379697
0.392,0.393,379778
0.392,0.399,379891
0.392,0.393,379956
0.392,0.393,380041
0.392,0.393,380555
0.392,0.407,380563
0.392,0.393,381144
0.392,0.393,381161
0.392,0.394,382108
0.392,0.393,382281
0.392,0.399,382337
0.392,0.394,382442
0.392,0.394,382540
0.392,0.394,382574
0.392,0.394,382655
0.392,0.393,382833
0.392,0.402,382868
0.392,0.394,382876
0.392,0.406,383520
0.392,0.394,383929
0.392,0.394,383945
0.392,0.4,384003
0.392,0.394,384054
0.392,0.395,384356
0.392,0.394,384577
0.392,0.394,384585
0.392,0.393,384704
0.392,0.393,384739
0.392,0.399,384844
0.392,0.393,385255
0.392,0.396,385620
0.392,0.395,385751
0.392,0.394,386219
0.392,0.393,386588
0.392,0.393,386596
0.392,0.393,386898
0.392,0.399,386901
0.392,0.397,387185
0.392,0.393,387495
0.392,0.394,388092
0.392,0.393,388122
0.392,0.4,388742
0.392,0.393,389358
0.392,0.393,389421
0.392,0.398,389854
0.392,0.394,390178
0.392,0.396,390259
0.392,0.393,391298
0.392,0.399,391727
0.392,0.393,392154
0.392,0.393,392391
0.392,0.401,392634
0.392,0.393,392804
0.392,0.397,393321
0.392,0.395,393533
0.392,0.393,394009
0.392,0.401,394271
0.392,0.397,394734
0.392,0.395,395340
0.392,0.396,395480
0.392,0.395,397245
0.392,0.393,400106
0.392,0.393,400190
0.392,0.393,400271
0.392,0.394,400289
0.392,0.394,400319
0.392,0.391,400327
0.392,0.397,400360
0.392,0.413,400386
0.392,0.393,400416
0.392,0.399,400459
0.392,0.393,400467
0.392,0.393,400556
0.392,0.399,400572
0.392,0.393,400629
0.392,0.404,400661
0.392,0.393,400742
0.392,0.393,400785
0.392,0.396,400882
0.392,0.394,401021
0.392,0.393,401072
0.392,0.397,401081
0.392,0.393,401102
0.392,0.393,401137
0.392,0.399,401153
0.392,0.392,401196
0.392,0.393,401200
0.392,0.393,401277
0.392,0.393,401293
0.392,0.393,401382
0.392,0.393,401455
0.392,0.393,401463
0.392,0.393,401480
0.392,0.393,401587
0.392,0.393,401595
0.392,0.395,401609
0.392,0.398,401757
0.392,0.393,401773
0.392,0.398,401781
0.392,0.393,401803
0.392,0.397,401811
0.392,0.408,401846
0.412,0.4,401871
0.392,0.393,401919
0.392,0.393,401978
0.392,0.393,401986
0.392,0.399,402001
0.392,0.393,402010
0.392,0.393,402036
0.392,0.393,402052
0.392,0.393,402095
0.392,0.399,402109
0.392,0.396,402117
0.392,0.393,402125
0.392,0.393,402141
0.392,0.393,402150
0.392,0.397,402206
0.392,0.393,402214
0.392,0.393,402354
0.392,0.393,402362
0.392,0.393,402419
0.392,0.393,402427
0.392,0.393,402478
0.392,0.393,402516
0.392,0.393,402583
0.392,0.393,402753
0.392,0.394,402770
0.392,0.393,402796
0.392,0.4,402834
0.392,0.393,402851
0.392,0.393,402893
0.392,0.399,402915
0.392,0.393,402923
0.392,0.404,402966
0.392,0.393,402982
0.392,0.399,402991
0.392,0.393,403130
0.392,0.393,403202
0.392,0.393,403237
0.392,0.394,403245
0.392,0.393,403261
0.392,0.395,403300
0.392,0.393,403334
0.392,0.393,403369
0.392,0.398,403385
0.392,0.393,403458
0.392,0.399,403512
0.392,0.395,403571
0.392,0.393,403580
0.412,0.393,403636
0.392,0.393,403768
0.392,0.393,403814
0.392,0.398,403849
0.392,0.393,403865
0.392,0.399,403873
0.392,0.393,403911
0.392,0.409,403920
0.392,0.394,403962
0.392,0.395,403997
0.392,0.393,404039
0.392,0.393,404047
0.392,0.399,404128
0.392,0.393,404225
0.392,0.394,404241
0.392,0.393,404306
0.392,0.399,404331
0.392,0.393,404365
0.392,0.393,404381
0.392,0.391,404497
0.392,0.393,404519
0.392,0.393,404527
0.392,0.393,404535
0.392,0.396,404543
0.392,0.393,404594
0.392,0.395,404608
0.392,0.393,404713
0.392,0.399,404748
0.392,0.393,404772
0.392,0.399,404811
0.392,0.393,404888
0.392,0.394,404900
0.392,0.393,404918
0.392,0.393,404942
0.392,0.399,404993
0.392,0.398,405051
0.392,0.393,405060
0.392,0.393,405141
0.392,0.393,405248
0.392,0.393,405281
0.392,0.393,405302
0.392,0.395,405434
0.392,0.393,405507
0.392,0.393,405515
0.392,0.393,405582
0.392,0.399,405604
0.392,0.398,405647
0.392,0.393,405671
0.392,0.393,405680
0.392,0.393,405761
0.392,0.393,405795
0.392,0.398,405931
0.392,0.393,405973
0.392,0.393,406104
0.392,0.393,406121
0.392,0.393,406171
0.392,0.393,406201
0.392,0.393,406210
0.392,0.393,406236
0.392,0.393,406279
0.392,0.393,406295
0.392,0.393,406406
0.392,0.393,406414
0.392,0.393,406449
0.392,0.398,406457
0.392,0.395,406481
0.392,0.394,406490
0.392,0.393,406546
0.392,0.398,406554
0.392,0.394,406589
0.392,0.393,406627
0.392,0.393,406635
0.392,0.397,406643
0.392,0.393,406651
0.392,0.393,406708
0.392,0.393,406741
0.392,0.393,406759
0.392,0.399,406783
0.392,0.396,406805
0.392,0.393,406813
0.392,0.393,406830
0.392,0.393,406848
0.392,0.399,406881
0.392,0.393,406937
0.392,0.398,406945
0.392,0.394,407011
0.392,0.39,407062
0.392,0.393,407071
0.392,0.399,407089
0.392,0.393,407097
0.392,0.392,407119
0.392,0.393,407186
0.392,0.397,407208
0.392,0.395,407224
0.392,0.397,407241
0.392,0.393,407283
0.392,0.393,407291
0.392,0.398,407330
0.392,0.399,407381
0.392,0.393,407402
0.392,0.393,407437
0.392,0.399,407496
0.392,0.393,407500
0.392,0.393,407534
0.392,0.399,407569
0.392,0.393,407593
0.392,0.393,407623
0.392,0.393,407631
0.392,0.393,407682
0.392,0.394,407704
0.392,0.393,407755
0.392,0.398,407780
0.392,0.393,407879
0.392,0.397,407887
0.392,0.395,407909
0.392,0.393,407941
0.392,0.399,407968
0.392,0.393,408026
0.392,0.397,408034
0.392,0.393,408093
0.392,0.393,408158
0.392,0.393,408221
0.392,0.399,408263
0.392,0.399,408271
0.392,0.393,408280
0.392,0.393,408298
0.392,0.399,408310
0.392,0.393,408328
0.392,0.397,408379
0.392,0.394,408476
0.392,0.394,408484
0.392,0.393,408506
0.392,0.398,408514
0.392,0.394,408522
0.392,0.393,408531
0.392,0.393,408565
0.392,0.399,408603
0.392,0.393,408654
0.392,0.393,408662
0.392,0.399,408701
0.392,0.397,408751
0.392,0.393,408794
0.392,0.399,408816
0.392,0.393,408824
0.392,0.405,408832
0.392,0.393,408859
0.392,0.393,408867
0.392,0.386,408875
0.392,0.393,408883
0.392,0.393,408905
0.392,0.393,408913
0.392,0.393,408948
0.392,0.393,408999
0.392,0.394,409022
0.392,0.398,409081
0.392,0.393,409189
0.392,0.393,409197
0.392,0.401,409219
0.392,0.393,409235
0.392,0.393,409243
0.392,0.393,409260
0.392,0.393,409286
0.392,0.393,409308
0.392,0.393,409359
0.392,0.393,409405
0.392,0.393,409413
0.392,0.393,409464
0.392,0.393,409596
0.392,0.393,409634
0.392,0.394,409642
0.392,0.398,409707
0.392,0.393,409758
0.392,0.393,409791
0.392,0.4,409804
0.392,0.393,409839
0.392,0.399,409847
0.392,0.393,409995
0.392,0.393,410047
0.392,0.394,410071
0.392,0.393,410098
0.392,0.394,410110
0.392,0.393,410128
0.392,0.389,410136
0.392,0.393,410152
0.392,0.393,410179
0.392,0.394,410225
0.392,0.393,410276
0.392,0.393,410292
0.392,0.401,410331
0.392,0.393,410365
0.392,0.398,410420
0.392,0.393,410471
0.392,0.393,410497
0.392,0.393,410543
0.392,0.393,410608
0.392,0.393,410616
0.392,0.393,410624
0.392,0.393,410632
0.392,0.398,410781
0.392,0.393,410888
0.392,0.393,410926
0.392,0.393,410951
0.392,0.393,410969
0.392,0.4,410985
0.392,0.393,411051
0.392,0.395,411086
0.392,0.394,411116
0.392,0.393,411124
0.392,0.393,411132
0.392,0.393,411159
0.392,0.4,411175
0.392,0.396,411213
0.392,0.396,411230
0.392,0.399,411248
0.392,0.393,411256
0.392,0.393,411264
0.392,0.392,411281
0.392,0.393,411299
0.392,0.4,411302
0.392,0.397,411311
0.392,0.393,411329
0.392,0.399,411353
0.392,0.399,411426
0.392,0.393,411434
0.392,0.393,411485
0.392,0.393,411507
0.392,0.393,411531
0.392,0.401,411558
0.392,0.393,411566
0.392,0.393,411582
0.392,0.399,411655
0.392,0.393,411698
0.392,0.396,411701
0.392,0.393,411710
0.392,0.393,411728
0.392,0.395,411744
0.392,0.393,411752
0.392,0.393,411761
0.392,0.393,411817
0.392,0.393,411833
0.392,0.399,411841
0.392,0.398,411868
0.392,0.393,411884
0.392,0.393,411892
0.392,0.398,411931
0.392,0.397,412007
0.392,0.393,412015
0.392,0.393,412023
0.392,0.399,412040
0.392,0.393,412058
0.392,0.393,412091
0.392,0.393,412139
0.392,0.393,412163
0.392,0.399,412171
0.392,0.393,412198
0.392,0.392,412210
0.392,0.393,412228
0.392,0.399,412244
0.392,0.398,412252
0.392,0.393,412333
0.392,0.393,412350
0.392,0.4,412376
0.392,0.393,412384
0.392,0.393,412414
0.392,0.393,412449
0.392,0.399,412457
0.392,0.393,412465
0.392,0.393,412481
0.392,0.394,412511
0.392,0.399,412538
0.392,0.394,412627
0.392,0.393,412635
0.392,0.393,412643
0.392,0.393,412716
0.392,0.393,412724
0.392,0.399,412759
0.392,0.393,412791
0.392,0.393,412805
0.392,0.437,412813
0.392,0.393,412821
0.392,0.399,412830
0.392,0.393,412848
0.392,0.397,412872
0.392,0.393,412899
0.392,0.393,412937
0.392,0.393,412945
0.392,0.393,412953
0.392,0.393,412961
0.392,0.394,412970
0.392,0.393,412996
0.392,0.393,413011
0.392,0.393,413038
0.392,0.396,413046
0.392,0.393,413054
0.392,0.399,413071
0.392,0.399,413089
0.392,0.399,413097
0.392,0.393,413127
0.392,0.399,413160
0.392,0.394,413186
0.392,0.393,413194
0.392,0.393,413224
0.392,0.393,413232
0.392,0.396,413241
0.392,0.393,413267
0.392,0.399,413275
0.392,0.394,413283
0.392,0.393,413291
0.392,0.396,413305
0.392,0.396,413313
0.392,0.404,413321
0.392,0.393,413330
0.392,0.397,413348
0.392,0.393,413356
0.392,0.393,413372
0.392,0.399,413399
0.392,0.401,413402
0.392,0.393,413429
0.392,0.393,413437
0.392,0.393,413488
0.392,0.398,413500
0.392,0.393,413518
0.392,0.393,413526
0.392,0.394,413551
0.392,0.393,413577
0.392,0.393,413585
0.392,0.441,413593
0.392,0.393,413631
0.392,0.393,413666
0.392,0.399,413721
0.392,0.393,413739
0.392,0.398,413747
0.392,0.393,413755
0.392,0.398,413763
0.392,0.393,413780
0.392,0.398,413798
0.392,0.393,413801
0.392,0.393,413810
0.392,0.399,413844
0.392,0.393,413861
0.392,0.392,413879
0.392,0.393,413887
0.392,0.393,413895
0.392,0.399,413917
0.392,0.393,413933
0.392,0.393,413941
0.392,0.393,413984
0.392,0.393,414051
0.392,0.399,414069
0.392,0.394,414077
0.392,0.394,414115
0.392,0.393,414131
0.392,0.545,414182
0.392,0.395,414204
0.392,0.393,414212
0.392,0.393,414263
0.392,0.393,414280
0.392,0.392,414298
0.392,0.393,414310
0.392,0.393,414336
0.392,0.399,414344
0.392,0.393,414352
0.392,0.393,414387
0.392,0.393,414395
0.392,0.393,414417
0.392,0.393,414425
0.392,0.393,414441
0.392,0.393,414450
0.392,0.393,414468
0.392,0.395,414476
0.392,0.398,414492
0.392,0.393,414506
0.392,0.393,414514
0.392,0.393,414522
0.392,0.399,414531
0.392,0.393,414557
0.392,0.393,414565
0.392,0.393,414573
0.392,0.399,414581
0.392,0.393,414620
0.392,0.397,414638
0.392,0.371,414646
0.392,0.393,414654
0.392,0.393,414662
0.392,0.393,414671
0.392,0.393,414689
0.392,0.393,414697
0.392,0.393,414701
0.392,0.393,414719
0.392,0.393,414727
0.392,0.399,414735
0.392,0.399,414743
0.392,0.401,414760
0.392,0.393,414778
0.392,0.394,414794
0.392,0.393,414808
0.392,0.393,414824
0.392,0.399,414841
0.392,0.393,414867
0.392,0.396,414875
0.392,0.393,414891
0.392,0.397,414905
0.392,0.393,414913
0.392,0.393,414921
0.392,0.393,414930
0.392,0.393,414956
0.392,0.4,414964
0.392,0.393,414981
0.392,0.398,415014
0.392,0.393,415057
0.392,0.393,415065
0.392,0.399,415073
0.373,0.393,300012
0.373,0.393,300080
0.373,0.396,300136
0.373,0.394,300195
0.373,0.395,300365
0.373,0.396,300713
0.373,0.393,300730
0.373,0.391,300748
0.373,0.393,300764
0.373,0.402,300870
0.373,0.392,300896
0.373,0.394,300926
0.373,0.393,300951
0.373,0.397,301043
0.373,0.392,301060
0.373,0.393,301124
0.373,0.393,301213
0.373,0.399,301299
0.373,0.393,301311
0.373,0.405,301337
0.373,0.392,301396
0.373,0.396,301574
0.373,0.393,301591
0.373,0.393,301647
0.373,0.392,301728
0.373,0.396,301744
0.373,0.398,301850
0.373,0.393,301906
0.373,0.413,301949
0.373,0.394,302091
0.373,0.395,302147
0.373,0.395,302228
0.373,0.393,302490
0.373,0.394,302627
0.373,0.396,302694
0.373,0.462,302872
0.373,0.393,302881
0.373,0.397,302953
0.373,0.393,303178
0.373,0.393,303259
0.373,0.399,303267
0.373,0.393,303291
0.373,0.394,303356
0.373,0.396,303364
0.373,0.393,303585
0.373,0.396,303623
0.373,0.393,303691
0.373,0.397,303739
0.373,0.395,303844
0.373,0.391,303976
0.373,0.393,304034
0.373,0.396,304051
0.373,0.397,304107
0.373,0.401,304123
0.373,0.393,304131
0.373,0.393,304158
0.373,0.395,304344
0.373,0.396,304395
0.373,0.393,304409
0.373,0.399,304441
0.373,0.392,304468
0.373,0.394,304476
0.373,0.395,304484
0.373,0.397,304522
0.373,0.398,304531
0.373,0.399,304590
0.373,0.393,304638
0.373,0.37,304662
0.373,0.387,304701
0.373,0.393,304859
0.373,0.395,304883
0.373,0.399,304956
0.373,0.397,305227
0.373,0.396,305243
0.373,0.393,305421
0.373,0.393,305472
0.373,0.394,305626
0.373,0.397,305740
0.373,0.394,305774
0.373,0.393,305928
0.373,0.394,305995
0.373,0.396,306045
0.373,0.393,306100
0.373,0.398,306126
0.373,0.395,306193
0.373,0.396,306207
0.373,0.393,306347
0.373,0.396,306355
0.373,0.407,306398
0.373,0.389,306428
0.373,0.395,306444
0.373,0.401,306622
0.373,0.394,306649
0.373,0.391,306665
0.373,0.393,306711
0.373,0.391,306754
0.373,0.397,306762
0.373,0.393,306771
0.373,0.387,306886
0.373,0.393,306932
0.373,0.397,306959
0.373,0.393,307351
0.373,0.393,307408
0.373,0.396,307696
0.373,0.399,307751
0.373,0.396,308005
0.373,0.393,308081
0.373,0.395,308111
0.373,0.393,308277
0.373,0.397,308421
0.373,0.395,308811
0.373,0.393,308960
0.373,0.394,309028
0.373,0.392,309087
0.373,0.393,309168
0.373,0.395,309192
0.373,0.434,309222
0.373,0.393,309231
0.373,0.393,309257
0.373,0.397,309338
0.373,0.394,309401
0.373,0.393,309427
0.373,0.393,309516
0.373,0.395,309524
0.373,0.394,309699
0.373,0.399,309711
0.373,0.393,309877
0.373,0.392,309907
0.373,0.393,310042
0.373,0.393,310085
0.373,0.399,310107
0.373,0.393,310131
0.373,0.395,310166
0.373,0.393,310239
0.373,0.385,310247
0.373,0.396,310280
0.373,0.393,310301
0.373,0.394,310344
0.373,0.393,310361
0.373,0.394,310581
0.373,0.394,310859
0.373,0.394,310891
0.373,0.397,310964
0.373,0.393,310981
0.373,0.393,311057
0.373,0.393,311146
0.373,0.394,311294
0.373,0.39,311359
0.373,0.393,311375
0.373,0.393,311391
0.373,0.394,311405
0.373,0.393,311472
0.373,0.395,311481
0.373,0.395,311499
0.373,0.398,311618
0.373,0.394,311669
0.373,0.399,311677
0.373,0.396,311693
0.373,0.394,311715
0.373,0.396,311847
0.373,0.396,311928
0.373,0.394,311944
0.373,0.388,311961
0.373,0.413,312029
0.373,0.395,312282
0.373,0.399,312304
0.373,0.393,312321
0.373,0.395,312347
0.373,0.389,312363
0.373,0.399,312509
0.373,0.394,312525
0.373,0.394,312592
0.373,0.395,312649
0.373,0.385,312720
0.373,0.395,312762
0.373,0.376,312851
0.373,0.393,312908
0.373,0.392,313084
0.373,0.394,313149
0.373,0.393,313165
0.373,0.396,313211
0.373,0.393,313378
0.373,0.397,313475
0.373,0.391,313751
0.373,0.393,313807
0.373,0.393,313891
0.373,0.398,313955
0.373,0.397,313971
0.373,0.396,314099
0.373,0.393,314102
0.373,0.399,314170
0.373,0.396,314218
0.373,0.395,314242
0.373,0.393,314251
0.373,0.395,314315
0.373,0.393,314366
0.373,0.398,314587
0.373,0.393,314609
0.373,0.396,314706
0.373,0.393,314757
0.373,0.394,314781
0.373,0.393,314871
0.373,0.394,315265
0.373,0.395,315494
0.373,0.392,315516
0.373,0.397,315567
0.373,0.399,315591
0.373,0.393,315630
0.373,0.396,315648
0.373,0.393,315681
