ops,anos_observados,falt_total_medio,falt_cont_medio,falt_ind_medio,falt_ind_modelo_medio
416797,1,0.5057471264367817,0.6078431372549019,0.3611111111111111,0.34285714285714286
416339,2,0.5057471264367817,0.6176470588235294,0.3472222222222222,0.32857142857142857
316741,2,0.5057471264367817,0.6176470588235294,0.3472222222222222,0.32857142857142857
416461,2,0.5057471264367817,0.7058823529411764,0.2222222222222222,0.2
411311,1,0.5052631578947369,0.5294117647058824,0.4772727272727273,0.46511627906976744
413976,1,0.5052631578947369,0.5294117647058824,0.4772727272727273,0.46511627906976744
365246,1,0.5052631578947369,0.5294117647058824,0.4772727272727273,0.46511627906976744
411035,1,0.5052631578947369,0.5294117647058824,0.4772727272727273,0.46511627906976744
337609,1,0.5052631578947369,0.5294117647058824,0.4772727272727273,0.46511627906976744
400467,1,0.5052631578947369,0.5294117647058824,0.4772727272727273,0.46511627906976744
319139,1,0.5052631578947369,0.5294117647058824,0.4772727272727273,0.46511627906976744
414310.0,2,0.504950495049505,0.4215686274509804,0.5900000000000001,0.6395348837209303
414514.0,2,0.504950495049505,0.4215686274509804,0.5900000000000001,0.6395348837209303
416240,2,0.5,0.588235294117647,0.375,0.35714285714285715
416215,2,0.5,0.6666666666666667,0.2638888888888889,0.24285714285714285
411833.0,3,0.49584020902090215,0.42483660130718953,0.5688888888888889,0.6046511627906976
416801,1,0.4942528735632184,0.5882352941176471,0.3611111111111111,0.34285714285714286
404543,5,0.48890114168473947,0.5176470588235293,0.4418992456207646,0.46192691029900335
404918.0,3,0.48765814081408143,0.42483660130718953,0.5562962962962963,0.5813953488372093
304409.0,3,0.48765814081408143,0.42483660130718953,0.5562962962962963,0.5813953488372093
330655,1,0.4842105263157895,0.5294117647058824,0.4318181818181818,0.4186046511627907
352616,1,0.4842105263157895,0.5294117647058824,0.4318181818181818,0.4186046511627907
384704,5,0.48405061949724215,0.5058823529411764,0.4492972765630993,0.4530232558139534
413712.0,2,0.48086839933993397,0.4411764705882353,0.5211111111111111,0.5465116279069767
410438.0,1,0.4791666666666667,0.43137254901960786,0.5333333333333333,0.5348837209302325
411060.0,1,0.4791666666666667,0.43137254901960786,0.5333333333333333,0.5348837209302325
406830.0,3,0.4789947744774477,0.42483660130718953,0.534074074074074,0.5658914728682171
304409,2,0.4785304846274101,0.45098039215686275,0.5122727272727273,0.5116279069767442
404543.0,3,0.4777571507150715,0.42483660130718953,0.5362962962962963,0.5581395348837209
416274,2,0.4770114942528736,0.696078431372549,0.16666666666666666,0.14285714285714285
332062,3,0.4762175812722973,0.36601307189542487,0.576536248561565,0.6821705426356589
350940,3,0.4762175812722973,0.36601307189542487,0.576536248561565,0.6821705426356589
411507.0,3,0.47552255225522555,0.42483660130718953,0.5266666666666667,0.5581395348837209
415073.0,1,0.4752475247524752,0.39215686274509803,0.56,0.6046511627906976
415057.0,1,0.4752475247524752,0.39215686274509803,0.56,0.6046511627906976
401111,1,0.47368421052631576,0.5294117647058824,0.4090909090909091,0.3953488372093023
412708,1,0.47368421052631576,0.5294117647058824,0.4090909090909091,0.3953488372093023
410900,1,0.47368421052631576,0.5294117647058824,0.4090909090909091,0.3953488372093023
408948,1,0.47368421052631576,0.5294117647058824,0.4090909090909091,0.3953488372093023
338249,1,0.47368421052631576,0.5294117647058824,0.4090909090909091,0.3953488372093023
403156,1,0.47368421052631576,0.5294117647058824,0.4090909090909091,0.3953488372093023
410187,1,0.47368421052631576,0.5294117647058824,0.4090909090909091,0.3953488372093023
310841,1,0.47368421052631576,0.5294117647058824,0.4090909090909091,0.3953488372093023
406988,1,0.47368421052631576,0.5294117647058824,0.4090909090909091,0.3953488372093023
406490,1,0.47368421052631576,0.5294117647058824,0.4090909090909091,0.3953488372093023
301086,1,0.47368421052631576,0.5294117647058824,0.4090909090909091,0.3953488372093023
408298,3,0.4726400044723165,0.5555555555555555,0.3634006734006734,0.35459579180509415
415880,2,0.47126436781609193,0.6176470588235294,0.2638888888888889,0.24285714285714285
413763,3,0.47108707240960035,0.5751633986928105,0.3387878787878788,0.33244739756367664
411132,3,0.46961692120629067,0.36601307189542487,0.5632029152282317,0.6666666666666666
357626,3,0.46961692120629067,0.36601307189542487,0.5632029152282317,0.6666666666666666
411507,3,0.46961692120629067,0.36601307189542487,0.5632029152282317,0.6666666666666666
